Dataset Name,Image Name,Characteristics [Organism],Term Source 1 REF,Term Source 1 Accession,Characteristics [Cell Line],Protocol,Experimental Condition [Imaging Type],Comment [Gene Identifier] 1,Comment [Gene Symbol] 1,Comment [Gene Identifier] 2,Comment [Gene Symbol] 2,Comment [Genetic Background],Comment [Genetic Background Identifier],Comment [Gene Annotation Comments],Comment [Image File Path],Comment [Image File Type],Channels,Comment [Experimental Conclusion]
Figure 6 - Supplement 1B,170707_Spo20andDon1Movies01_07_R3D_REF.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Live cell imaging,,yeGFP-Spo20(51-91),YGL172W,Nup49,WT,,SGD,/Figure 6 - Supplement 1/B - yeGFP-Spo20 + Nup49-mCherry,Reference,Bright-field,Dynamic localization of gamete plasma membranes relative to the sequestered nucleoporin Nup49 in young cells.
Figure 6 - Supplement 2A,170707_Spo20andDon1Movies01_33_R3D_D3D.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Live cell imaging,YDR273W,Don1,YDR224C,Htb1,WT,,SGD,/Figure 6 - Supplement 2/A - Don1-GFP Htb1-mCherry,Deconvolved,"FITC = Don1-GFP, mCherry = Htb1-mCherry",Dynamic localization of the leading edge of gamete plasma membranes relative to dividing chromosomes (marked by Htb1) in young cells.
Figure 6 - Supplement 2A,170707_Spo20andDon1Movies01_33_R3D.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Live cell imaging,YDR273W,Don1,YDR224C,Htb1,WT,,SGD,/Figure 6 - Supplement 2/A - Don1-GFP Htb1-mCherry,Raw,"FITC = Don1-GFP, mCherry = Htb1-mCherry",Dynamic localization of the leading edge of gamete plasma membranes relative to dividing chromosomes (marked by Htb1) in young cells.
Figure 6 - Supplement 2A,170707_Spo20andDon1Movies01_33_R3D_D3D_zproj.tif,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Live cell imaging,YDR273W,Don1,YDR224C,Htb1,WT,,SGD,/Figure 6 - Supplement 2/A - Don1-GFP Htb1-mCherry,Deconvolved z-projected,"FITC = Don1-GFP, mCherry = Htb1-mCherry",Dynamic localization of the leading edge of gamete plasma membranes relative to dividing chromosomes (marked by Htb1) in young cells.
Figure 6 - Supplement 2A,170707_Spo20andDon1Movies01_33_R3D_REF.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Live cell imaging,YDR273W,Don1,YDR224C,Htb1,WT,,SGD,/Figure 6 - Supplement 2/A - Don1-GFP Htb1-mCherry,Reference,Bright-field,Dynamic localization of the leading edge of gamete plasma membranes relative to dividing chromosomes (marked by Htb1) in young cells.
Figure 6 - Supplement 2B,170707_Spo20andDon1Movies01_22_R3D_D3D.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Live cell imaging,YDR273W,Don1,YGL172W,Nup49,WT,,SGD,/Figure 6 - Supplement 2/B - Don1-GFP Nup49-mCherry,Deconvolved,"FITC = Don1-GFP, mCherry = Nup49-mCherry",Dynamic localization of the leading edge of gamete plasma membranes relative to the sequestered nucleoporin Nup49 in young cells.
Figure 6 - Supplement 2B,170707_Spo20andDon1Movies01_22_R3D.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Live cell imaging,YDR273W,Don1,YGL172W,Nup49,WT,,SGD,/Figure 6 - Supplement 2/B - Don1-GFP Nup49-mCherry,Raw,"FITC = Don1-GFP, mCherry = Nup49-mCherry",Dynamic localization of the leading edge of gamete plasma membranes relative to the sequestered nucleoporin Nup49 in young cells.
Figure 6 - Supplement 2B,170707_Spo20andDon1Movies01_22_R3D_D3D_zproj.tif,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Live cell imaging,YDR273W,Don1,YGL172W,Nup49,WT,,SGD,/Figure 6 - Supplement 2/B - Don1-GFP Nup49-mCherry,Deconvolved z-projected,"FITC = Don1-GFP, mCherry = Nup49-mCherry",Dynamic localization of the leading edge of gamete plasma membranes relative to the sequestered nucleoporin Nup49 in young cells.
Figure 6 - Supplement 2B,170707_Spo20andDon1Movies01_22_R3D_REF.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Live cell imaging,YDR273W,Don1,YGL172W,Nup49,WT,,SGD,/Figure 6 - Supplement 2/B - Don1-GFP Nup49-mCherry,Reference,Bright-field,Dynamic localization of the leading edge of gamete plasma membranes relative to the sequestered nucleoporin Nup49 in young cells.
Figure 6 - Supplement 3,6S3_051321018_Nsr1__Spo20Meiosis_01_20_R3D_D3D.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Live cell imaging,YGR159C,Nsr1,YMR017W,Spo20,flo8Δ,YER109C,SGD,/Figure 6 - Supplement 3,Deconvolved,"FITC = Nsr1-GFP, mCherry = mKate-Spo20(51-91)",Nucleolar material in aged cells is excluded from developing gamete plasma membranes.
Figure 6 - Supplement 3,6S3_051321018_Nsr1__Spo20Meiosis_01_20_R3D.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Live cell imaging,YGR159C,Nsr1,YMR017W,Spo20,flo8Δ,YER109C,SGD,/Figure 6 - Supplement 3,Raw,"FITC = Nsr1-GFP, mCherry = mKate-Spo20(51-91)",Nucleolar material in aged cells is excluded from developing gamete plasma membranes.
Figure 6 - Supplement 3,6S3_MAX_051321018_Nsr1__Spo20Meiosis_01_20_zproj_R3D_D3D.tif,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Live cell imaging,YGR159C,Nsr1,YMR017W,Spo20,flo8Δ,YER109C,SGD,/Figure 6 - Supplement 3,Deconvolved z-projected,"FITC = Nsr1-GFP, mCherry = mKate-Spo20(51-91)",Nucleolar material in aged cells is excluded from developing gamete plasma membranes.
Figure 6 - Supplement 3,6S3_051321018_Nsr1__Spo20Meiosis_01_20_R3D_REF.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Live cell imaging,YGR159C,Nsr1,YMR017W,Spo20,flo8Δ,YER109C,SGD,/Figure 6 - Supplement 3,Reference,Bright-field,Nucleolar material in aged cells is excluded from developing gamete plasma membranes.
Figure 7A,180509_RedoMovies2_37_R3D_D3D.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Live cell imaging,YBL079W,Nup170,YOR270C,Vph1,WT,,SGD,/Figure 7/7A - Nup170-GFP + Vph1-mCherry,Deconvolved,"FITC = Nup170-GFP, mCherry = Vph1-mCherry",Sequestered nucleoporins are turned over coincdent with vacuiolar lysis in young cells.
Figure 7A,180509_RedoMovies2_37_R3D.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Live cell imaging,YBL079W,Nup170,YOR270C,Vph1,WT,,SGD,/Figure 7/7A - Nup170-GFP + Vph1-mCherry,Raw,"FITC = Nup170-GFP, mCherry = Vph1-mCherry",Sequestered nucleoporins are turned over coincdent with vacuiolar lysis in young cells.
Figure 7A,180509_RedoMovies2_37_R3D_D3D_zproj.tif,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Live cell imaging,YBL079W,Nup170,YOR270C,Vph1,WT,,SGD,/Figure 7/7A - Nup170-GFP + Vph1-mCherry,Deconvolved z-projected,"FITC = Nup170-GFP, mCherry = Vph1-mCherry",Sequestered nucleoporins are turned over coincdent with vacuiolar lysis in young cells.
Figure 7A,180509_RedoMovies2_37_R3D_REF.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Live cell imaging,YBL079W,Nup170,YOR270C,Vph1,WT,,SGD,/Figure 7/7A - Nup170-GFP + Vph1-mCherry,Reference,Bright-field,Sequestered nucleoporins are turned over coincdent with vacuiolar lysis in young cells.
Figure 7C,7C_180518_12163_Hsp104Vph1_Meiosis_01_23_R3D_D3D.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Live cell imaging,YOR270C,Vph1,YLL026W,Hsp104,flo8Δ,YER109C,SGD,/Figure 7/Figure 7C,Deconvolved,"FITC = Vph1-eGFP, mCherry =Hsp104-mCherry",Protein aggegates are turned over coincdent with vacuiolar lysis in aged cells.
Figure 7C,7C_180518_12163_Hsp104Vph1_Meiosis_01_23_R3D.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Live cell imaging,YOR270C,Vph1,YLL026W,Hsp104,flo8Δ,YER109C,SGD,/Figure 7/Figure 7C,Raw,"FITC = Vph1-eGFP, mCherry =Hsp104-mCherry",Protein aggegates are turned over coincdent with vacuiolar lysis in aged cells.
Figure 7C,7C_MAX_180518_12163_Hsp104Vph1_Meiosis_01_23_zproj_R3D_D3D.tif,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Live cell imaging,YOR270C,Vph1,YLL026W,Hsp104,flo8Δ,YER109C,SGD,/Figure 7/Figure 7C,Deconvolved z-projected,"FITC = Vph1-eGFP, mCherry =Hsp104-mCherry",Protein aggegates are turned over coincdent with vacuiolar lysis in aged cells.
Figure 7C,7C_180518_12163_Hsp104Vph1_Meiosis_01_23_R3D_REF.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Live cell imaging,YOR270C,Vph1,YLL026W,Hsp104,flo8Δ,YER109C,SGD,/Figure 7/Figure 7C,Reference,Bright-field,Protein aggegates are turned over coincdent with vacuiolar lysis in aged cells.
Figure 8A,180525_Spo21Repeat01_40_R3D_D3D.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Live cell imaging,YBL079W,Nup170,YDR224C,Htb1,spo21Δ,YOL091W,SGD,/Figure 8/8A - spo21-delete Nup170-GFP Htb1-mCherry,Deconvolved,"FITC = Nup170-GFP, mCherry = Htb1-mCherry",Nucleoporins remain associated with dividing chromosomes during anaphase II in young spo21Δ cells.
Figure 8A,180525_Spo21Repeat01_40_R3D.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Live cell imaging,YBL079W,Nup170,YDR224C,Htb1,spo21Δ,YOL091W,SGD,/Figure 8/8A - spo21-delete Nup170-GFP Htb1-mCherry,Raw,"FITC = Nup170-GFP, mCherry = Htb1-mCherry",Nucleoporins remain associated with dividing chromosomes during anaphase II in young spo21Δ cells.
Figure 8A,180525_Spo21Repeat01_40_R3D_D3D_zproj.tif,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Live cell imaging,YBL079W,Nup170,YDR224C,Htb1,spo21Δ,YOL091W,SGD,/Figure 8/8A - spo21-delete Nup170-GFP Htb1-mCherry,Deconvolved z-projected,"FITC = Nup170-GFP, mCherry = Htb1-mCherry",Nucleoporins remain associated with dividing chromosomes during anaphase II in young spo21Δ cells.
Figure 8A,180525_Spo21Repeat01_40_R3D_REF.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Live cell imaging,YBL079W,Nup170,YDR224C,Htb1,spo21Δ,YOL091W,SGD,/Figure 8/8A - spo21-delete Nup170-GFP Htb1-mCherry,Reference,Bright-field,Nucleoporins remain associated with dividing chromosomes during anaphase II in young spo21Δ cells.
Figure 8C,12342_lowC_t07_eth_04_R3D_D3D.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - Reduced SPO (0.1% Kac) for 5 hours, followed by 0.15% KCl, 30C",Fixed cell imaging,,yeGFP-Spo20(51-91),YGL172W,Nup49,WT,,SGD,/Figure 8/8C - low carbon yeGFP-Spo20 Nup49-mCherry,Deconvolved,"FITC = yeGFP-Spo20(51-91), mCherry = Nup49-mCherry, DAPI",Nucleoporins remain around unpackaged nuclei during anaphase II in young cells.
Figure 8C,12342_lowC_t07_eth_04_R3D.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - Reduced SPO (0.1% Kac) for 5 hours, followed by 0.15% KCl, 30C",Fixed cell imaging,,yeGFP-Spo20(51-91),YGL172W,Nup49,WT,,SGD,/Figure 8/8C - low carbon yeGFP-Spo20 Nup49-mCherry,Raw,"FITC = yeGFP-Spo20(51-91), mCherry = Nup49-mCherry, DAPI",Nucleoporins remain around unpackaged nuclei during anaphase II in young cells.
Figure 8C,12342_lowC_t07_eth_04_R3D_D3D_zproj.tif,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - Reduced SPO (0.1% Kac) for 5 hours, followed by 0.15% KCl, 30C",Fixed cell imaging,,yeGFP-Spo20(51-91),YGL172W,Nup49,WT,,SGD,/Figure 8/8C - low carbon yeGFP-Spo20 Nup49-mCherry,Deconvolved z-projected,"FITC = yeGFP-Spo20(51-91), mCherry = Nup49-mCherry, DAPI",Nucleoporins remain around unpackaged nuclei during anaphase II in young cells.
Figure 8C,12342_lowC_t07_eth_04_R3D_REF.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - Reduced SPO (0.1% Kac) for 5 hours, followed by 0.15% KCl, 30C",Fixed cell imaging,,yeGFP-Spo20(51-91),YGL172W,Nup49,WT,,SGD,/Figure 8/8C - low carbon yeGFP-Spo20 Nup49-mCherry,Reference,Bright-field,Nucleoporins remain around unpackaged nuclei during anaphase II in young cells.
Figure 8C,12342_lowC_t07_eth_05_R3D_D3D.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - Reduced SPO (0.1% Kac) for 5 hours, followed by 0.15% KCl, 30C",Fixed cell imaging,,yeGFP-Spo20(51-91),YGL172W,Nup49,WT,,SGD,/Figure 8/8C - low carbon yeGFP-Spo20 Nup49-mCherry,Deconvolved,"FITC = yeGFP-Spo20(51-91), mCherry = Nup49-mCherry, DAPI",Nucleoporins remain around unpackaged nuclei during anaphase II in young cells.
Figure 8C,12342_lowC_t07_eth_05_R3D.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - Reduced SPO (0.1% Kac) for 5 hours, followed by 0.15% KCl, 30C",Fixed cell imaging,,yeGFP-Spo20(51-91),YGL172W,Nup49,WT,,SGD,/Figure 8/8C - low carbon yeGFP-Spo20 Nup49-mCherry,Raw,"FITC = yeGFP-Spo20(51-91), mCherry = Nup49-mCherry, DAPI",Nucleoporins remain around unpackaged nuclei during anaphase II in young cells.
Figure 8C,12342_lowC_t07_eth_05_R3D_D3D_zproj.tif,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - Reduced SPO (0.1% Kac) for 5 hours, followed by 0.15% KCl, 30C",Fixed cell imaging,,yeGFP-Spo20(51-91),YGL172W,Nup49,WT,,SGD,/Figure 8/8C - low carbon yeGFP-Spo20 Nup49-mCherry,Deconvolved z-projected,"FITC = yeGFP-Spo20(51-91), mCherry = Nup49-mCherry, DAPI",Nucleoporins remain around unpackaged nuclei during anaphase II in young cells.
Figure 8C,12342_lowC_t07_eth_05_R3D_REF.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - Reduced SPO (0.1% Kac) for 5 hours, followed by 0.15% KCl, 30C",Fixed cell imaging,,yeGFP-Spo20(51-91),YGL172W,Nup49,WT,,SGD,/Figure 8/8C - low carbon yeGFP-Spo20 Nup49-mCherry,Reference,Bright-field,Nucleoporins remain around unpackaged nuclei during anaphase II in young cells.
Figure 8D,12436_lowC_t07_eth_04_R3D_D3D.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - Reduced SPO (0.1% Kac) for 5 hours, followed by 0.15% KCl, 30C",Fixed cell imaging,YDR273W,Don1-GFP,YGL172W,Nup49,WT,,SGD,/Figure 8/8D - low carbon Don1-GFP Nup49-mCherry,Deconvolved,"FITC = Don1-GFP, mCherry = Nup49-mCherry, DAPI",Nucleoporins remain around unpackaged nuclei during anaphase II in young cells.
Figure 8D,12436_lowC_t07_eth_04_R3D.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - Reduced SPO (0.1% Kac) for 5 hours, followed by 0.15% KCl, 30C",Fixed cell imaging,YDR273W,Don1-GFP,YGL172W,Nup49,WT,,SGD,/Figure 8/8D - low carbon Don1-GFP Nup49-mCherry,Raw,"FITC = Don1-GFP, mCherry = Nup49-mCherry, DAPI",Nucleoporins remain around unpackaged nuclei during anaphase II in young cells.
Figure 8D,12436_lowC_t07_eth_04_R3D_D3D_zproj.tif,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - Reduced SPO (0.1% Kac) for 5 hours, followed by 0.15% KCl, 30C",Fixed cell imaging,YDR273W,Don1-GFP,YGL172W,Nup49,WT,,SGD,/Figure 8/8D - low carbon Don1-GFP Nup49-mCherry,Deconvolved z-projected,"FITC = Don1-GFP, mCherry = Nup49-mCherry, DAPI",Nucleoporins remain around unpackaged nuclei during anaphase II in young cells.
Figure 8D,12436_lowC_t07_eth_04_R3D_REF.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - Reduced SPO (0.1% Kac) for 5 hours, followed by 0.15% KCl, 30C",Fixed cell imaging,YDR273W,Don1-GFP,YGL172W,Nup49,WT,,SGD,/Figure 8/8D - low carbon Don1-GFP Nup49-mCherry,Reference,Bright-field,Nucleoporins remain around unpackaged nuclei during anaphase II in young cells.
Figure 8D,12436_lowC_t08_eth_04_R3D_D3D.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - Reduced SPO (0.1% Kac) for 5 hours, followed by 0.15% KCl, 30C",Fixed cell imaging,YDR273W,Don1-GFP,YGL172W,Nup49,WT,,SGD,/Figure 8/8D - low carbon Don1-GFP Nup49-mCherry,Deconvolved,"FITC = Don1-GFP, mCherry = Nup49-mCherry, DAPI",Nucleoporins remain around unpackaged nuclei during anaphase II in young cells.
Figure 8D,12436_lowC_t08_eth_04_R3D.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - Reduced SPO (0.1% Kac) for 5 hours, followed by 0.15% KCl, 30C",Fixed cell imaging,YDR273W,Don1-GFP,YGL172W,Nup49,WT,,SGD,/Figure 8/8D - low carbon Don1-GFP Nup49-mCherry,Raw,"FITC = Don1-GFP, mCherry = Nup49-mCherry, DAPI",Nucleoporins remain around unpackaged nuclei during anaphase II in young cells.
Figure 8D,12436_lowC_t08_eth_04_R3D_D3D_zproj.tif,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - Reduced SPO (0.1% Kac) for 5 hours, followed by 0.15% KCl, 30C",Fixed cell imaging,YDR273W,Don1-GFP,YGL172W,Nup49,WT,,SGD,/Figure 8/8D - low carbon Don1-GFP Nup49-mCherry,Deconvolved z-projected,"FITC = Don1-GFP, mCherry = Nup49-mCherry, DAPI",Nucleoporins remain around unpackaged nuclei during anaphase II in young cells.
Figure 8D,12436_lowC_t08_eth_04_R3D_REF.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - Reduced SPO (0.1% Kac) for 5 hours, followed by 0.15% KCl, 30C",Fixed cell imaging,YDR273W,Don1-GFP,YGL172W,Nup49,WT,,SGD,/Figure 8/8D - low carbon Don1-GFP Nup49-mCherry,Reference,Bright-field,Nucleoporins remain around unpackaged nuclei during anaphase II in young cells.
Figure 8F,13583_t9_01_R3D_D3D.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Fixed cell imaging,,yeGFP-Spo20(51-91),YGL172W,Nup49,ady3Δ irc10Δ,YDL239C; YOL015W,SGD,/Figure 8/8F - ady3-delete irc10-delete yeGFP-Spo20 Nup49-mCherry,Deconvolved,"FITC = yeGFP-Spo20(51-91), mCherry = Nup49-mCherry, DAPI",Young ssp1Δ and ady3Δ irc10Δ cells are defective in gamete plasma membrane formation and nucleoporin sequestration.
Figure 8F,13583_t9_01_R3D.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Fixed cell imaging,,yeGFP-Spo20(51-91),YGL172W,Nup49,ady3Δ irc10Δ,YDL239C; YOL015W,SGD,/Figure 8/8F - ady3-delete irc10-delete yeGFP-Spo20 Nup49-mCherry,Raw,"FITC = yeGFP-Spo20(51-91), mCherry = Nup49-mCherry, DAPI",Young ssp1Δ and ady3Δ irc10Δ cells are defective in gamete plasma membrane formation and nucleoporin sequestration.
Figure 8F,13583_t9_01_R3D_D3D_zproj.tif,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Fixed cell imaging,,yeGFP-Spo20(51-91),YGL172W,Nup49,ady3Δ irc10Δ,YDL239C; YOL015W,SGD,/Figure 8/8F - ady3-delete irc10-delete yeGFP-Spo20 Nup49-mCherry,Deconvolved z-projected,"FITC = yeGFP-Spo20(51-91), mCherry = Nup49-mCherry, DAPI",Young ssp1Δ and ady3Δ irc10Δ cells are defective in gamete plasma membrane formation and nucleoporin sequestration.
Figure 8F,13583_t9_01_R3D_REF.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Fixed cell imaging,,yeGFP-Spo20(51-91),YGL172W,Nup49,ady3Δ irc10Δ,YDL239C; YOL015W,SGD,/Figure 8/8F - ady3-delete irc10-delete yeGFP-Spo20 Nup49-mCherry,Reference,Bright-field,Young ssp1Δ and ady3Δ irc10Δ cells are defective in gamete plasma membrane formation and nucleoporin sequestration.
Figure 8F,13473_t6_02_R3D_D3D.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Fixed cell imaging,,yeGFP-Spo20(51-91),YGL172W,Nup49,ssp1Δ,YHR184W,SGD,/Figure 8/8F - ssp1-delete yeGFP-Spo20 Nup49-mCherry,Deconvolved,"FITC = yeGFP-Spo20(51-91), mCherry = Nup49-mCherry, DAPI",Young ssp1Δ and ady3Δ irc10Δ cells are defective in gamete plasma membrane formation and nucleoporin sequestration.
Figure 8F,13473_t6_02_R3D.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Fixed cell imaging,,yeGFP-Spo20(51-91),YGL172W,Nup49,ssp1Δ,YHR184W,SGD,/Figure 8/8F - ssp1-delete yeGFP-Spo20 Nup49-mCherry,Raw,"FITC = yeGFP-Spo20(51-91), mCherry = Nup49-mCherry, DAPI",Young ssp1Δ and ady3Δ irc10Δ cells are defective in gamete plasma membrane formation and nucleoporin sequestration.
Figure 8F,13473_t6_02_R3D_D3D_zproj.tif,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Fixed cell imaging,,yeGFP-Spo20(51-91),YGL172W,Nup49,ssp1Δ,YHR184W,SGD,/Figure 8/8F - ssp1-delete yeGFP-Spo20 Nup49-mCherry,Deconvolved z-projected,"FITC = yeGFP-Spo20(51-91), mCherry = Nup49-mCherry, DAPI",Young ssp1Δ and ady3Δ irc10Δ cells are defective in gamete plasma membrane formation and nucleoporin sequestration.
Figure 8F,13473_t6_02_R3D_REF.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Fixed cell imaging,,yeGFP-Spo20(51-91),YGL172W,Nup49,ssp1Δ,YHR184W,SGD,/Figure 8/8F - ssp1-delete yeGFP-Spo20 Nup49-mCherry,Reference,Bright-field,Young ssp1Δ and ady3Δ irc10Δ cells are defective in gamete plasma membrane formation and nucleoporin sequestration.
Figure 8 - Supplement 1A,180816_RedoMovies_18_R3D_D3D.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Live cell imaging,YBL079W,Nup170,YDR224C,Htb1,ssp1Δ,YHR184W,SGD,/Figure 8 - Supplement 1/A - ssp1-delete Nup170-GFP Htb1-mCherry,Deconvolved,"FITC = Nup170-GFP, mCherry = Htb1-mCherry",The leading edge complex member Ssp1 is required for proper nucleoporin sequestration in young cells.
Figure 8 - Supplement 1A,180816_RedoMovies_18_R3D.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Live cell imaging,YBL079W,Nup170,YDR224C,Htb1,ssp1Δ,YHR184W,SGD,/Figure 8 - Supplement 1/A - ssp1-delete Nup170-GFP Htb1-mCherry,Raw,"FITC = Nup170-GFP, mCherry = Htb1-mCherry",The leading edge complex member Ssp1 is required for proper nucleoporin sequestration in young cells.
Figure 8 - Supplement 1A,180816_RedoMovies_18_R3D_D3D_zproj.tif,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Live cell imaging,YBL079W,Nup170,YDR224C,Htb1,ssp1Δ,YHR184W,SGD,/Figure 8 - Supplement 1/A - ssp1-delete Nup170-GFP Htb1-mCherry,Deconvolved z-projected,"FITC = Nup170-GFP, mCherry = Htb1-mCherry",The leading edge complex member Ssp1 is required for proper nucleoporin sequestration in young cells.
Figure 8 - Supplement 1A,180816_RedoMovies_18_R3D_REF.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Live cell imaging,YBL079W,Nup170,YDR224C,Htb1,ssp1Δ,YHR184W,SGD,/Figure 8 - Supplement 1/A - ssp1-delete Nup170-GFP Htb1-mCherry,Reference,Bright-field,The leading edge complex member Ssp1 is required for proper nucleoporin sequestration in young cells.
Figure 8 - Supplement 1B,171101_LeadingEdgeDeletionPSMMovies01_15_R3D_D3D.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Live cell imaging,,yeGFP-Spo20(51-91),YDR224C,Htb1,ssp1Δ,YHR184W,SGD,/Figure 8 - Supplement 1/B - ssp1-delete yeGFP-Spo20 Htb1-mCherry,Deconvolved,"FITC = yeGFP-Spo20(51-91), mCherry = Htb1-mCherry",The leading edge complex member Ssp1 is required for proper gamete plasma membrane formation in young cells.
Figure 8 - Supplement 1B,171101_LeadingEdgeDeletionPSMMovies01_15_R3D.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Live cell imaging,,yeGFP-Spo20(51-91),YDR224C,Htb1,ssp1Δ,YHR184W,SGD,/Figure 8 - Supplement 1/B - ssp1-delete yeGFP-Spo20 Htb1-mCherry,Raw,"FITC = yeGFP-Spo20(51-91), mCherry = Htb1-mCherry",The leading edge complex member Ssp1 is required for proper gamete plasma membrane formation in young cells.
Figure 8 - Supplement 1B,171101_LeadingEdgeDeletionPSMMovies01_15_R3D_D3D_zproj.tif,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Live cell imaging,,yeGFP-Spo20(51-91),YDR224C,Htb1,ssp1Δ,YHR184W,SGD,/Figure 8 - Supplement 1/B - ssp1-delete yeGFP-Spo20 Htb1-mCherry,Deconvolved z-projected,"FITC = yeGFP-Spo20(51-91), mCherry = Htb1-mCherry",The leading edge complex member Ssp1 is required for proper gamete plasma membrane formation in young cells.
Figure 8 - Supplement 1B,171101_LeadingEdgeDeletionPSMMovies01_15_R3D_REF.dv,Saccharomyces cerevisiae,NCBITaxon,4932,SK1,"Growth - SPO, 30C",Live cell imaging,,yeGFP-Spo20(51-91),YDR224C,Htb1,ssp1Δ,YHR184W,SGD,/Figure 8 - Supplement 1/B - ssp1-delete yeGFP-Spo20 Htb1-mCherry,Reference,Bright-field,The leading edge complex member Ssp1 is required for proper gamete plasma membrane formation in young cells.
